Type,Relateret produkt nummer,Varenummer,Produktnavn,Indskriv varianter adskilt med komma,Farve,Str.,Smagsvariant,Kort beskrivelse,Lang beskrivelse,vægt,Pris,Special pris,kategori
simple,2015-kildemoes-Street-Colibri-7gear-dynamo-herre-config,YKK7875501,2015 Kildemoes Street Colibri 7 Gear Dynamo,"str, farve",Soft Midnight Sky,55,,"Komfortabel, Praktisk og lidt sporty Citybike med indvendige gear og  Rullebremser","Street Sport har en lettere fremadrettet kørestiling, samt gode styreegenskaber pga. en længere afstand mellem hjulene end på sportscyklerne. Stadig med mulighed for en hurtiger fremdrift end på de City modellerne. Alu stel, 7 indvendige Shimano Nexus gear, IM45 Rullebremser, indfarvet bagagebærer, indfarvet skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X3 dæk 700x28c",10kg,"6,299.00",,
simple,2015-kildemoes-Street-Colibri-7gear-dynamo-herre-config,YKK7875901,2015 Kildemoes Street Colibri 7 Gear Dynamo,"str, farve",Soft Midnight Sky,59,,"Komfortabel, Praktisk og lidt sporty Citybike med indvendige gear og  Rullebremser","Street Sport har en lettere fremadrettet kørestiling, samt gode styreegenskaber pga. en længere afstand mellem hjulene end på sportscyklerne. Stadig med mulighed for en hurtiger fremdrift end på de City modellerne. Alu stel, 7 indvendige Shimano Nexus gear, IM45 Rullebremser, indfarvet bagagebærer, indfarvet skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X3 dæk 700x28c",10kg,"6,299.00",,
simple,2015-kildemoes-Street-Colibri-7gear-dynamo-herre-config,YKK7876201,2015 Kildemoes Street Colibri 7 Gear Dynamo,"str, farve",Soft Midnight Sky,62,,"Komfortabel, Praktisk og lidt sporty Citybike med indvendige gear og  Rullebremser","Street Sport har en lettere fremadrettet kørestiling, samt gode styreegenskaber pga. en længere afstand mellem hjulene end på sportscyklerne. Stadig med mulighed for en hurtiger fremdrift end på de City modellerne. Alu stel, 7 indvendige Shimano Nexus gear, IM45 Rullebremser, indfarvet bagagebærer, indfarvet skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X3 dæk 700x28c",10kg,"6,299.00",,
config,,2015-kildemoes-Street-Colibri-7gear-dynamo-dame-config,2015 Kildemoes Street Colibri 7 Gear Dynamo,,,,,"Komfortabel, Praktisk og lidt sporty Citybike med indvendige gear og  Rullebremser","Street Sport har en lettere fremadrettet kørestiling, samt gode styreegenskaber pga. en længere afstand mellem hjulene end på sportscyklerne. Stadig med mulighed for en hurtiger fremdrift end på de City modellerne. Alu stel, 7 indvendige Shimano Nexus gear, IM45 Rullebremser, indfarvet bagagebærer, indfarvet skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X3 dæk 700x28c",10kg,"6,299.00",,"DAME, Citybike"
simple,2015-kildemoes-Street-Colibri-7gear-dynamo-dame-config,YKK7974701,2015 Kildemoes Street Colibri 7 Gear Dynamo,"str, farve",Black Gold Matt,47,,"Komfortabel, Praktisk og lidt sporty Citybike med indvendige gear og  Rullebremser","Street Sport har en lettere fremadrettet kørestiling, samt gode styreegenskaber pga. en længere afstand mellem hjulene end på sportscyklerne. Stadig med mulighed for en hurtiger fremdrift end på de City modellerne. Alu stel, 7 indvendige Shimano Nexus gear, IM45 Rullebremser, indfarvet bagagebærer, indfarvet skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X3 dæk 700x28c",10kg,"6,299.00",,
simple,2015-kildemoes-Street-Colibri-7gear-dynamo-dame-config,YKK7975101,2015 Kildemoes Street Colibri 7 Gear Dynamo,"str, farve",Black Gold Matt,51,,"Komfortabel, Praktisk og lidt sporty Citybike med indvendige gear og  Rullebremser","Street Sport har en lettere fremadrettet kørestiling, samt gode styreegenskaber pga. en længere afstand mellem hjulene end på sportscyklerne. Stadig med mulighed for en hurtiger fremdrift end på de City modellerne. Alu stel, 7 indvendige Shimano Nexus gear, IM45 Rullebremser, indfarvet bagagebærer, indfarvet skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X3 dæk 700x28c",10kg,"6,299.00",,
simple,2015-kildemoes-Street-Colibri-7gear-dynamo-dame-config,YKK7975501,2015 Kildemoes Street Colibri 7 Gear Dynamo,"str, farve",Black Gold Matt,55,,"Komfortabel, Praktisk og lidt sporty Citybike med indvendige gear og  Rullebremser","Street Sport har en lettere fremadrettet kørestiling, samt gode styreegenskaber pga. en længere afstand mellem hjulene end på sportscyklerne. Stadig med mulighed for en hurtiger fremdrift end på de City modellerne. Alu stel, 7 indvendige Shimano Nexus gear, IM45 Rullebremser, indfarvet bagagebærer, indfarvet skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X3 dæk 700x28c",10kg,"6,299.00",,
simple,2015-kildemoes-Street-Colibri-7gear-dynamo-dame-config,YKK7975901,2015 Kildemoes Street Colibri 7 Gear Dynamo,"str, farve",Black Gold Matt,59,,"Komfortabel, Praktisk og lidt sporty Citybike med indvendige gear og  Rullebremser","Street Sport har en lettere fremadrettet kørestiling, samt gode styreegenskaber pga. en længere afstand mellem hjulene end på sportscyklerne. Stadig med mulighed for en hurtiger fremdrift end på de City modellerne. Alu stel, 7 indvendige Shimano Nexus gear, IM45 Rullebremser, indfarvet bagagebærer, indfarvet skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X3 dæk 700x28c",10kg,"6,299.00",,
config,,2015-kildemoes-city-7gear-herre-config,2015 Kildemoes City 7 Gear,,,,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City cyklen er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,"HERRE, Citybikes&klassik"
simple,2015-kildemoes-city-7gear-herre-config,YKK2075101,2015 Kildemoes City 7 Gear,"str, farve",Black,51,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City cyklen er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
simple,2015-kildemoes-city-7gear-herre-config,YKK2075501,2015 Kildemoes City 7 Gear,"str, farve",Black,55,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City cyklen er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
simple,2015-kildemoes-city-7gear-herre-config,YKK2075901,2015 Kildemoes City 7 Gear,"str, farve",Black,59,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City cyklen er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
simple,2015-kildemoes-city-7gear-herre-config,YKK2076201,2015 Kildemoes City 7 Gear,"str, farve",Black,62,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City cyklen er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
config,,2015-kildemoes-city-7gear-dame-config,2015 Kildemoes City 7 Gear,,,,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City cyklen er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,"DAME, CtiyShopping, Retro & Classic"
simple,2015-kildemoes-city-7gear-dame-config,YKK2174701,2015 Kildemoes City 7 Gear,"str, farve",Black,47,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City cyklen er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
simple,2015-kildemoes-city-7gear-dame-config,YKK2175101,2015 Kildemoes City 7 Gear,"str, farve",Black,51,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City cyklen er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
simple,2015-kildemoes-city-7gear-dame-config,YKK2175501,2015 Kildemoes City 7 Gear,"str, farve",Black,55,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City cyklen er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
config,,2015-kildemoes-city-7gear-dynamo-herre-config,2015 Kildemoes City 7 Gear Dynamo,,,,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og Dynamo","City cyklen er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,,,"HERRE, Citybikes&klassik"
simple,2015-kildemoes-city-7gear-dynamo-herre-config,YKK2875101,2015 Kildemoes City 7 Gear,"str, farve",Light Silver,51,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og Dynamo","City cyklen er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,499.00",,
simple,2015-kildemoes-city-7gear-dynamo-herre-config,YKK2875501,2015 Kildemoes City 7 Gear,"str, farve",Light Silver,55,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og Dynamo","City cyklen er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,499.00",,
simple,2015-kildemoes-city-7gear-dynamo-herre-config,YKK2875901,2015 Kildemoes City 7 Gear,"str, farve",Light Silver,59,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og Dynamo","City cyklen er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,499.00",,
config,,2015-kildemoes-city-shopping-7gear-dame-config,2015 Kildemoes City Shopping 7 Gear,,,,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Shopping er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,199.00",,"DAME, CtiyShopping, Retro & Classic"
simple,2015-kildemoes-city-shopping-7gear-dame-config,YKK2574701,2015 Kildemoes City Shopping 7 Gear,"str, farve",Black,47,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Shopping er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,199.00",,
simple,2015-kildemoes-city-shopping-7gear-dame-config,YKK2575101,2015 Kildemoes City Shopping 7 Gear,"str, farve",Black,51,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Shopping er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,199.00",,
simple,2015-kildemoes-city-shopping-7gear-dame-config,YKK2575501,2015 Kildemoes City Shopping 7 Gear,"str, farve",Black,55,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Shopping er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,199.00",,
simple,2015-kildemoes-city-shopping-7gear-dame-config,YKK2574702,2015 Kildemoes City Shopping 7 Gear,"str, farve",White,47,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Shopping er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,199.00",,
simple,2015-kildemoes-city-shopping-7gear-dame-config,YKK2575102,2015 Kildemoes City Shopping 7 Gear,"str, farve",White,51,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Shopping er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,199.00",,
config,,"2015-kildemoes-city-shopping-7gear-26""-dame-config","2015 Kildemoes City Shopping 7 Gear 26""",,,,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Shopping er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 47-559",10kg,"5,199.00",,"DAME, CtiyShopping, Retro & Classic"
simple,"2015-kildemoes-city-shopping-7gear-26""-dame-config",YKK5974701,"2015 Kildemoes City Shopping 7 Gear 26""","str, farve",Black,47,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Shopping er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 47-559",10kg,"5,199.00",,
config,,2015-kildemoes-city-shopping-7gear-dynamo-dame-config,2015 Kildemoes City Shopping 7 Gear Dynamo,,,,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og dynamo","City Shopping er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,699.00",,"DAME, CtiyShopping, Retro & Classic"
simple,2015-kildemoes-city-shopping-7gear-dynamo-dame-config,YKK2974701,2015 Kildemoes City Shopping 7 Gear Dynamo,"str, farve",Light Silver Matt,47,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og dynamo","City Shopping er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,699.00",,
simple,2015-kildemoes-city-shopping-7gear-dynamo-dame-config,YKK2975101,2015 Kildemoes City Shopping 7 Gear Dynamo,"str, farve",Light Silver Matt,51,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og dynamo","City Shopping er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,699.00",,
simple,2015-kildemoes-city-shopping-7gear-dynamo-dame-config,YKK2975501,2015 Kildemoes City Shopping 7 Gear Dynamo,"str, farve",Light Silver Matt,55,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og dynamo","City Shopping er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,699.00",,
config,,2015-kildemoes-city-retro-3gear-dame-config,2015 Kildemoes City Retro 3 Gear,,,,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 3 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,499.00",,"DAME, CtiyShopping, Retro & Classic"
simple,2015-kildemoes-city-retro-3gear-dame-config,YKK2334701,2015 Kildemoes City Retro 3 Gear,"str, farve",Black,47,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 3 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,499.00",,
simple,2015-kildemoes-city-retro-3gear-dame-config,YKK2335101,2015 Kildemoes City Retro 3 Gear,"str, farve",Black,51,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 3 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,499.00",,
simple,2015-kildemoes-city-retro-3gear-dame-config,YKK2335501,2015 Kildemoes City Retro 3 Gear,"str, farve",Black,55,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 3 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,499.00",,
config,,2015-kildemoes-city-retro-7gear-dame-config,2015 Kildemoes City Retro 7 Gear,,,,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,"DAME, CtiyShopping, Retro & Classic"
simple,2015-kildemoes-city-retro-7gear-dame-config,YKK2374701,2015 Kildemoes City Retro 7 Gear,"str, farve",Black,47,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
simple,2015-kildemoes-city-retro-7gear-dame-config,YKK2375101,2015 Kildemoes City Retro 7 Gear,"str, farve",Black,51,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
simple,2015-kildemoes-city-retro-7gear-dame-config,YKK2375501,2015 Kildemoes City Retro 7 Gear,"str, farve",Black,55,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
simple,2015-kildemoes-city-retro-7gear-dame-config,YKK2374702,2015 Kildemoes City Retro 7 Gear,"str, farve",Light Silver,47,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
simple,2015-kildemoes-city-retro-7gear-dame-config,YKK2375102,2015 Kildemoes City Retro 7 Gear,"str, farve",Light Silver,51,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
simple,2015-kildemoes-city-retro-7gear-dame-config,YKK2374703,2015 Kildemoes City Retro 7 Gear,"str, farve",Calypso Green Matt,47,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
simple,2015-kildemoes-city-retro-7gear-dame-config,YKK2375103,2015 Kildemoes City Retro 7 Gear,"str, farve",Calypso Green Matt,51,,Fuld komfort og styr på tingene. Klassik cykel med indvendige gear og fodbremse,"City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, justerbar frempind, X5 dæk 700x35c",10kg,"4,999.00",,
config,,2015-kildemoes-city-retro-7gear-dynamo-dame-config,2015 Kildemoes City Retro 7 Gear Dynamo,,,,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og dynamo","City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,699.00",,"DAME, CtiyShopping, Retro & Classic"
simple,2015-kildemoes-city-retro-7gear-dynamo-dame-config,YKK2774701,2016 Kildemoes City Retro 7 Gear Dynamo,"str, farve",Steel Grey Matt,47,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og dynamo","City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,699.00",,
simple,2015-kildemoes-city-retro-7gear-dynamo-dame-config,YKK2775101,2017 Kildemoes City Retro 7 Gear Dynamo,"str, farve",Steel Grey Matt,51,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og dynamo","City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,699.00",,
simple,2015-kildemoes-city-retro-7gear-dynamo-dame-config,YKK2775501,2018 Kildemoes City Retro 7 Gear Dynamo,"str, farve",Steel Grey Matt,55,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og dynamo","City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,699.00",,
simple,2015-kildemoes-city-retro-7gear-dynamo-dame-config,YKK2774702,2019 Kildemoes City Retro 7 Gear Dynamo,"str, farve",White,47,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og dynamo","City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,699.00",,
simple,2015-kildemoes-city-retro-7gear-dynamo-dame-config,YKK2775102,2020 Kildemoes City Retro 7 Gear Dynamo,"str, farve",White,51,,"Fuld komfort og styr på tingene. Klassik cykel med indvendige gear, fodbremse og dynamo","City Retro er konstrueret til en opret kørestilling, hvilket kombineret med den tilpassende styrbredde fremmer styreegenskaberne og øger kørekomfort. Alu stel, 7 indvendige Shimano Nexus gear, lukket kædeskærm, bagagebærer, skærme, lås, baglygte, dynamoforlygte, justerbar frempind, X5 dæk 700x35c",10kg,"5,699.00",,
